"questionnaire_timestamp";"id";"bed_time";"late";"late_reason";"wake_time";"sleep_transition";"sleep_struggle";"night_wake";"wake_earlier";"wake_earlier_problem";"sleep_quality";"physical_activity";"mental_digital_activity";"social_activity";"light";"presleep_description";"temptation_smoking";"temptation_eating";"temptation_chat";"temptation_coffee";"temptation_social_media";"temptation_internet";"temptation_tv";"temptation_alcohol";"temptation_soft_drink";"temptation_cleaning";"temptation_shopping";"temptation_other";"bed_time_plan_aligned";"steps";"sun_hours";"temptation_score";"date";"day_of_week";"procrastination_minutes";"procrastination_minutes_three_day_cumulative_history";"procrastination_minutes_two_day_cumulative_history";"procrastination_minutes_one_day_cumulative_history";"sleep_struggle_three_day_cumulative_history";"sleep_struggle_two_day_cumulative_history";"sleep_struggle_one_day_cumulative_history";"night_wake_three_day_cumulative_history";"night_wake_two_day_cumulative_history";"night_wake_one_day_cumulative_history";"sleep_quality_three_day_cumulative_history";"sleep_quality_two_day_cumulative_history";"sleep_quality_one_day_cumulative_history";"social_activity_three_day_cumulative_history";"social_activity_two_day_cumulative_history";"social_activity_one_day_cumulative_history";"light_three_day_cumulative_history";"light_two_day_cumulative_history";"light_one_day_cumulative_history";"temptation_eating_three_day_cumulative_history";"temptation_eating_two_day_cumulative_history";"temptation_eating_one_day_cumulative_history";"temptation_coffee_three_day_cumulative_history";"temptation_coffee_two_day_cumulative_history";"temptation_coffee_one_day_cumulative_history";"temptation_score_three_day_cumulative_history";"temptation_score_two_day_cumulative_history";"temptation_score_one_day_cumulative_history";"procrastination_minutes_three_days_ago";"procrastination_minutes_two_days_ago";"procrastination_minutes_one_days_ago";"temptation_score_three_days_ago";"temptation_score_two_days_ago";"temptation_score_one_days_ago";"bed_time_three_days_ago";"bed_time_two_days_ago";"bed_time_one_days_ago"
"2017-04-17 11:58:03+02:00";"FT12";"2017-04-17 01:30:00";1;"feest";"2017-04-16 08:00:00";0;0;1;0;0;2;2;1;2;3;"dansen, fietsen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-17 00:00:00";14091;3.4;2;"2017-04-16 11:58:03+02:00";6;90;225;165;90;1;1;0;2;2;1;5;3;2;6;4;2;8;5;3;2;2;0;0;0;0;8;8;2;60;60;75;2;0;6;"2017-04-14 00:00:00";"2017-04-15 00:00:00";"2017-04-16 00:15:00"
"2017-04-18 08:47:49+02:00";"FT12";"2017-04-17 23:15:00";0;"";"2017-04-17 08:30:00";1;1;2;1;2;1;0;2;2;3;"administratie, studie, TV";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-17 23:00:00";2467;7.4;2;"2017-04-17 08:47:49+02:00";0;15;180;105;15;2;1;1;4;3;2;4;3;1;6;4;2;8;6;3;2;0;0;0;0;0;10;4;2;60;75;90;0;6;2;"2017-04-15 00:00:00";"2017-04-16 00:15:00";"2017-04-17 01:30:00"
"2017-04-19 23:00:22+02:00";"FT12";"2017-04-19 00:00:00";1;"TV";"2017-04-18 07:00:00";0;0;0;0;0;2;0;0;2;3;"eten, TV, PC";0;0;0;0;0;2;0;2;0;0;0;2;"2017-04-18 23:00:00";3942;9.2;6;"2017-04-18 23:00:22+02:00";1;60;165;75;60;1;1;0;3;2;0;5;3;2;6;4;2;9;6;3;0;0;0;0;0;0;10;8;6;75;90;15;6;2;2;"2017-04-16 00:15:00";"2017-04-17 01:30:00";"2017-04-17 23:15:00"
"2017-04-20 11:39:48+02:00";"FT12";"2017-04-20 00:00:00";1;"mail";"2017-04-19 08:00:00";0;0;0;0;0;2;1;1;0;2;"bad, sex, mail";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-19 23:30:00";6841;7.1;2;"2017-04-19 11:39:48+02:00";2;30;105;90;30;1;0;0;2;0;0;5;4;2;4;2;0;8;5;2;0;0;0;0;0;0;10;8;2;90;15;60;2;2;6;"2017-04-17 01:30:00";"2017-04-17 23:15:00";"2017-04-19 00:00:00"
"2017-05-21 09:32:32+02:00";"FT12";"2017-05-20 21:30:00";0;"";"2017-05-20 07:30:00";0;0;0;0;0;3;1;1;1;3;"wandelen, tv, pc";0;0;0;0;0;0;2;2;0;0;0;2;"2017-05-21 00:00:00";5599;12.3;6;"2017-05-20 09:32:32+02:00";5;-150;-60;-120;-150;0;0;0;0;0;0;7;5;3;3;1;1;8;5;3;0;0;0;0;0;0;14;8;6;15;60;30;2;6;2;"2017-04-17 23:15:00";"2017-04-19 00:00:00";"2017-04-20 00:00:00"
"2017-05-22 09:35:21+02:00";"FT12";"2017-05-21 22:30:00";1;"";"2017-05-21 07:00:00";0;0;1;0;0;2;1;1;1;3;"eten, tv, pc";0;0;0;0;0;0;0;2;0;0;0;0;"2017-05-21 22:00:00";9176;0.4;2;"2017-05-21 09:35:21+02:00";6;30;-90;-120;30;0;0;0;1;1;1;7;5;2;2;2;1;8;6;3;0;0;0;0;0;0;10;8;2;60;30;-150;6;2;6;"2017-04-19 00:00:00";"2017-04-20 00:00:00";"2017-05-20 21:30:00"
"2017-05-23 09:38:03+02:00";"FT12";"2017-05-23 01:00:00";1;"studie";"2017-05-22 08:00:00";1;1;2;1;2;0;0;2;1;3;"studie, bezoek, surfen";0;0;0;0;0;2;0;2;2;0;0;0;"2017-05-22 23:00:00";3981;7.8;6;"2017-05-22 09:38:03+02:00";0;120;0;150;120;1;1;1;3;3;2;5;2;0;3;2;1;9;6;3;0;0;0;0;0;0;14;8;6;30;-150;30;2;6;2;"2017-04-20 00:00:00";"2017-05-20 21:30:00";"2017-05-21 22:30:00"
"2017-04-10 22:48:09+02:00";"gh93";"2017-04-10 03:00:00";1;"";"2017-04-09 14:30:00";2;1;2;0;0;2;0;3;3;3;"lezen; muziek studiotechniek;";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-10 00:11:00";5945;12.3;4;"2017-04-09 22:48:09+02:00";6;169;169;169;169;1;1;1;2;2;2;2;2;2;3;3;3;3;3;3;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0
"2017-04-11 01:28:39+02:00";"gh93";"2017-04-11 01:15:00";0;"";"2017-04-10 12:25:00";1;0;3;0;0;2;3;0;2;1;"muziek;seks";2;1;0;0;0;0;0;0;2;0;0;0;"2017-04-11 05:00:00";22341;8.8;5;"2017-04-10 01:28:39+02:00";0;-225;-56;-56;-225;1;1;0;5;5;3;4;4;2;5;5;2;4;4;1;1;1;1;0;0;0;9;9;5;0;0;169;0;0;4;0;0;"2017-04-10 03:00:00"
"2017-04-12 21:51:36+02:00";"gh93";"2017-04-12 02:30:00";0;"";"2017-04-11 12:15:00";3;1;1;0;0;1;0;2;1;1;"muziek;lezen;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-12 03:30:00";3649;10.7;4;"2017-04-11 21:51:36+02:00";1;-60;-116;-285;-60;2;1;1;6;4;1;5;3;1;6;3;1;5;2;1;1;1;0;0;0;0;13;9;4;0;169;-225;0;4;5;0;"2017-04-10 03:00:00";"2017-04-11 01:15:00"
"2017-04-13 00:42:19+02:00";"gh93";"2017-04-13 05:00:00";0;"vrouwen";"2017-04-12 13:00:00";0;0;1;0;0;2;2;1;2;0;"film;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-13 02:00:00";11915;1.3;4;"2017-04-12 00:42:19+02:00";2;180;-105;120;180;1;1;0;5;2;1;5;3;2;5;3;2;2;1;0;1;0;0;0;0;0;13;8;4;169;-225;-60;4;5;4;"2017-04-10 03:00:00";"2017-04-11 01:15:00";"2017-04-12 02:30:00"
"2017-04-14 23:19:56+02:00";"gh93";"2017-04-14 04:30:00";0;"";"2017-04-13 11:00:00";2;1;2;1;0;1;2;0;1;0;"muziek;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-14 03:00:00";16744;7.2;4;"2017-04-13 23:19:56+02:00";3;90;210;270;90;2;1;1;4;3;2;4;3;1;4;3;1;1;0;0;0;0;0;0;0;0;12;8;4;-225;-60;180;5;4;4;"2017-04-11 01:15:00";"2017-04-12 02:30:00";"2017-04-13 05:00:00"
"2017-04-15 00:11:02+02:00";"gh93";"2017-04-15 03:30:00";0;"";"2017-04-14 12:15:00";3;1;1;0;0;0;1;1;3;1;"muziek;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-15 03:00:00";2206;4.4;4;"2017-04-14 00:11:02+02:00";4;30;300;120;30;2;2;1;4;3;1;3;1;0;6;4;3;1;1;1;0;0;0;0;0;0;12;8;4;-60;180;90;4;4;4;"2017-04-12 02:30:00";"2017-04-13 05:00:00";"2017-04-14 04:30:00"
"2017-04-16 01:20:54+02:00";"gh93";"2017-04-16 03:30:00";0;"";"2017-04-15 11:45:00";2;1;2;0;0;1;2;1;3;1;"muziek;seks;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-16 03:00:00";12947;5.8;4;"2017-04-15 01:20:54+02:00";5;30;150;60;30;3;2;1;5;3;2;2;1;1;7;6;3;2;2;1;0;0;0;0;0;0;12;8;4;180;90;30;4;4;4;"2017-04-13 05:00:00";"2017-04-14 04:30:00";"2017-04-15 03:30:00"
"2017-04-17 01:03:41+02:00";"Gh93";"2017-04-17 04:00:00";0;"";"2017-04-16 13:00:00";1;0;1;0;0;2;2;1;3;2;"Lezen;film;muziek;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-17 03:00:00";16402;5.3;4;"2017-04-16 01:03:41+02:00";6;60;120;90;60;2;1;0;4;3;1;3;3;2;9;6;3;4;3;2;0;0;0;0;0;0;12;8;4;90;30;30;4;4;4;"2017-04-14 04:30:00";"2017-04-15 03:30:00";"2017-04-16 03:30:00"
"2017-04-18 02:40:54+02:00";"gh93";"2017-04-18 01:00:00";0;"";"2017-04-17 08:00:00";1;0;2;0;0;2;2;1;3;1;"Kinderen;lezen;huishouden";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-18 01:00:00";19361;9.4;4;"2017-04-17 02:40:54+02:00";0;0;90;60;0;1;0;0;5;3;2;5;4;2;9;6;3;4;3;1;0;0;0;0;0;0;12;8;4;30;30;60;4;4;4;"2017-04-15 03:30:00";"2017-04-16 03:30:00";"2017-04-17 04:00:00"
"2017-04-19 01:41:33+02:00";"gh93";"2017-04-19 04:30:00";0;"";"2017-04-18 11:00:00";1;0;1;0;0;2;2;2;3;0;"muziek;lezen;seks";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-19 03:00:00";14363;9.0;4;"2017-04-18 01:41:33+02:00";1;90;150;90;90;0;0;0;4;3;1;6;4;2;9;6;3;3;1;0;0;0;0;0;0;0;12;8;4;30;60;0;4;4;4;"2017-04-16 03:30:00";"2017-04-17 04:00:00";"2017-04-18 01:00:00"
"2017-04-20 03:04:09+02:00";"gh93";"2017-04-20 04:30:00";0;"";"2017-04-19 13:00:00";2;1;1;0;0;1;0;2;1;0;"lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-20 03:00:00";4682;6.3;4;"2017-04-19 03:04:09+02:00";2;90;180;180;90;1;1;1;4;2;1;5;3;1;7;4;1;1;0;0;0;0;0;0;0;0;12;8;4;60;0;90;4;4;4;"2017-04-17 04:00:00";"2017-04-18 01:00:00";"2017-04-19 04:30:00"
"2017-04-21 04:22:56+02:00";"Gh93";"2017-04-21 03:30:00";0;"";"2017-04-20 13:00:00";2;1;2;0;0;1;2;1;3;0;"Seks;muziek;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-21 04:00:00";11877;12.5;4;"2017-04-20 04:22:56+02:00";3;-30;150;60;-30;2;2;1;4;3;2;4;2;1;7;4;3;0;0;0;0;0;0;0;0;0;12;8;4;0;90;90;4;4;4;"2017-04-18 01:00:00";"2017-04-19 04:30:00";"2017-04-20 04:30:00"
"2017-04-22 04:30:24+02:00";"gh93";"2017-04-22 05:00:00";0;"";"2017-04-21 14:30:00";2;1;3;0;0;0;0;2;3;1;"muziek;lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-22 04:30:00";6904;0.7;4;"2017-04-21 04:30:24+02:00";4;30;90;0;30;3;2;1;6;5;3;2;1;0;7;6;3;1;1;1;0;0;0;0;0;0;12;8;4;90;90;-30;4;4;4;"2017-04-19 04:30:00";"2017-04-20 04:30:00";"2017-04-21 03:30:00"
"2017-04-23 02:10:27+02:00";"gh93";"2017-04-23 04:30:00";0;"";"2017-04-22 12:00:00";0;0;1;0;0;3;0;1;3;0;"lezen";2;0;0;0;0;0;0;0;2;0;0;0;"2017-04-23 04:30:00";2987;6.3;4;"2017-04-22 02:10:27+02:00";5;0;0;30;0;2;1;0;6;4;1;4;3;3;9;6;3;1;1;0;0;0;0;0;0;0;12;8;4;90;-30;30;4;4;4;"2017-04-20 04:30:00";"2017-04-21 03:30:00";"2017-04-22 05:00:00"
"2017-04-10 00:30:33+02:00";"GW98";"2017-04-10 03:00:00";1;"Gamen";"2017-04-09 10:00:00";2;1;0;0;1;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-10 00:11:00";4733;12.3;0;"2017-04-09 00:30:33+02:00";6;169;169;169;169;1;1;1;0;0;0;2;2;2;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017-04-11 00:30:34+02:00";"GW98";"2017-04-11 03:00:00";1;"Gamen";"2017-04-10 10:00:00";2;1;0;0;1;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-11 02:00:00";2902;6.2;0;"2017-04-10 00:30:34+02:00";0;60;229;229;60;2;2;1;0;0;0;4;4;2;6;6;3;6;6;3;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;"2017-04-10 03:00:00"
"2017-04-12 03:20:10+02:00";"GW98";"2017-04-12 04:00:00";1;"Tijd voor mezelf ";"2017-04-11 13:00:00";0;0;0;0;0;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-12 02:00:00";3794;10.3;0;"2017-04-11 03:20:10+02:00";1;120;349;180;120;2;1;0;0;0;0;6;4;2;9;6;3;9;6;3;0;0;0;0;0;0;0;0;0;0;169;60;0;0;0;0;"2017-04-10 03:00:00";"2017-04-11 03:00:00"
"2017-04-13 07:01:03+02:00";"GW98";"2017-04-13 02:45:00";0;"";"2017-04-12 12:00:00";1;0;0;0;0;2;2;2;3;1;"Feestje, opruimen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-13 03:00:00";12903;0.9;2;"2017-04-12 07:01:03+02:00";2;-15;165;105;-15;1;0;0;0;0;0;6;4;2;9;6;3;7;4;1;0;0;0;0;0;0;2;2;2;169;60;120;0;0;0;"2017-04-10 03:00:00";"2017-04-11 03:00:00";"2017-04-12 04:00:00"
"2017-04-14 01:19:25+02:00";"GW98";"2017-04-14 07:00:00";1;"Game tijd na een hele dag werken";"2017-04-13 14:00:00";0;0;1;0;0;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;2;"2017-04-14 05:00:00";8421;6.6;2;"2017-04-13 01:19:25+02:00";3;120;225;105;120;0;0;0;1;1;1;6;4;2;9;6;3;7;4;3;0;0;0;0;0;0;4;4;2;60;120;-15;0;0;2;"2017-04-11 03:00:00";"2017-04-12 04:00:00";"2017-04-13 02:45:00"
"2017-04-15 02:58:29+02:00";"GW98";"2017-04-15 01:15:00";1;"Geen slaap";"2017-04-14 05:10:00";1;1;0;0;0;2;1;1;3;2;"TV kijken ";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-15 00:00:00";6918;4.8;0;"2017-04-14 02:58:29+02:00";4;75;180;195;75;1;1;1;1;1;0;6;4;2;9;6;3;6;5;2;0;0;0;0;0;0;4;2;0;120;-15;120;0;2;2;"2017-04-12 04:00:00";"2017-04-13 02:45:00";"2017-04-14 07:00:00"
"2017-04-16 05:11:22+02:00";"GW98";"2017-04-16 03:00:00";1;"Vrije dag vandaag";"2017-04-15 13:00:00";0;0;0;0;0;2;0;1;3;2;"Bankhangen";0;0;0;0;0;0;0;0;0;0;0;2;"2017-04-16 02:00:00";6787;4.5;2;"2017-04-15 05:11:22+02:00";5;60;255;135;60;1;1;0;1;0;0;6;4;2;9;6;3;7;4;2;0;0;0;0;0;0;4;2;2;-15;120;75;2;2;0;"2017-04-13 02:45:00";"2017-04-14 07:00:00";"2017-04-15 01:15:00"
"2017-04-17 04:44:45+02:00";"GW98";"2017-04-17 05:30:00";1;"Gamen in eigen tijd";"2017-04-16 12:40:00";0;0;0;0;0;2;0;1;2;3;"Gamen op de pc";0;0;0;0;0;0;0;0;0;0;0;2;"2017-04-17 03:00:00";5735;2.9;2;"2017-04-16 04:44:45+02:00";6;150;285;210;150;1;0;0;0;0;0;6;4;2;8;5;2;7;5;3;0;0;0;0;0;0;4;4;2;120;75;60;2;0;2;"2017-04-14 07:00:00";"2017-04-15 01:15:00";"2017-04-16 03:00:00"
"2017-04-18 02:22:29+02:00";"GW98";"2017-04-18 05:00:00";0;"";"2017-04-17 14:00:00";0;0;1;0;1;2;3;3;3;3;"Uitgaan, alcohol, muziek, fietsen ";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-18 02:00:00";17114;9.9;2;"2017-04-17 02:22:29+02:00";0;180;390;330;180;0;0;0;1;1;1;6;4;2;8;5;3;8;6;3;0;0;0;0;0;0;6;4;2;75;60;150;0;2;2;"2017-04-15 01:15:00";"2017-04-16 03:00:00";"2017-04-17 05:30:00"
"2017-04-19 03:40:42+02:00";"GW98";"2017-04-19 02:00:00";1;"Laat thuis";"2017-04-18 05:15:00";2;1;0;0;0;1;3;2;3;2;"Klussen, familie, ";0;0;0;0;0;0;0;0;2;0;0;0;"2017-04-19 00:00:00";18335;10.2;2;"2017-04-18 03:40:42+02:00";1;120;450;300;120;1;1;1;1;1;0;5;3;1;8;6;3;8;5;2;0;0;0;0;0;0;6;4;2;60;150;180;2;2;2;"2017-04-16 03:00:00";"2017-04-17 05:30:00";"2017-04-18 05:00:00"
"2017-04-20 02:09:20+02:00";"GW98";"2017-04-20 03:45:00";0;"";"2017-04-19 13:30:00";0;0;0;0;0;2;1;1;3;2;"Feestje";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-20 02:00:00";3319;7.9;2;"2017-04-19 02:09:20+02:00";2;105;405;225;105;1;1;0;1;0;0;5;3;2;9;6;3;7;4;2;0;0;0;0;0;0;6;4;2;150;180;120;2;2;2;"2017-04-17 05:30:00";"2017-04-18 05:00:00";"2017-04-19 02:00:00"
"2017-04-21 00:48:35+02:00";"GW98";"2017-04-21 02:10:00";1;"Paasfeestje";"2017-04-20 05:30:00";2;1;0;0;1;2;2;2;3;1;"Feestje, borrel, gezelligheid";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-21 01:00:00";9452;11.5;2;"2017-04-20 00:48:35+02:00";3;70;295;175;70;2;1;1;0;0;0;5;4;2;9;6;3;5;3;1;0;0;0;0;0;0;6;4;2;180;120;105;2;2;2;"2017-04-18 05:00:00";"2017-04-19 02:00:00";"2017-04-20 03:45:00"
"2017-04-22 05:46:18+02:00";"GW98";"2017-04-22 01:00:00";0;"";"2017-04-21 13:00:00";1;0;0;0;0;2;0;1;3;2;"TV kijken";0;0;0;0;0;0;2;0;0;0;0;0;"2017-04-22 01:00:00";2218;0.3;2;"2017-04-21 05:46:18+02:00";4;0;175;70;0;1;1;0;0;0;0;6;4;2;9;6;3;5;3;2;0;0;0;0;0;0;6;4;2;120;105;70;2;2;2;"2017-04-19 02:00:00";"2017-04-20 03:45:00";"2017-04-21 02:10:00"
"2017-04-23 05:00:25+02:00";"GW98";"2017-04-23 05:45:00";1;"Gamen, studeren uitstellen";"2017-04-22 13:30:00";0;0;0;0;0;2;0;1;1;3;"Gamen, tv kijken";0;1;0;0;0;2;2;0;0;0;0;1;"2017-04-23 03:00:00";2944;6.8;6;"2017-04-22 05:00:25+02:00";5;165;235;165;165;1;0;0;0;0;0;6;4;2;7;4;1;6;5;3;1;1;1;0;0;0;10;8;6;105;70;0;2;2;2;"2017-04-20 03:45:00";"2017-04-21 02:10:00";"2017-04-22 01:00:00"
"2017-04-24 03:00:11+02:00";"GW98";"2017-04-24 05:00:00";1;"Studeren";"2017-04-23 08:45:00";0;0;0;1;2;1;0;3;3;3;"Studeren, PC";0;0;0;0;0;1;0;0;0;0;0;0;"2017-04-24 01:00:00";3906;6.8;1;"2017-04-23 03:00:11+02:00";6;240;405;405;240;0;0;0;0;0;0;5;3;1;7;4;3;8;6;3;1;1;0;0;0;0;9;7;1;70;0;165;2;2;6;"2017-04-21 02:10:00";"2017-04-22 01:00:00";"2017-04-23 05:45:00"
"2017-04-25 01:26:30+02:00";"GW98";"2017-04-25 03:30:00";1;"Studie";"2017-04-24 13:30:00";0;0;0;0;0;2;0;2;2;3;"voetbal, studeren";0;0;0;0;0;2;0;0;0;0;0;2;"2017-04-25 03:00:00";3454;1.9;4;"2017-04-24 01:26:30+02:00";0;30;435;270;30;0;0;0;0;0;0;5;3;2;6;5;2;9;6;3;1;0;0;0;0;0;11;5;4;0;165;240;2;6;1;"2017-04-22 01:00:00";"2017-04-23 05:45:00";"2017-04-24 05:00:00"
"2017-04-26 02:19:46+02:00";"GW98";"2017-04-26 02:00:00";1;"Studie";"2017-04-25 05:15:00";2;1;0;0;0;1;1;3;2;3;"Studeren, pc";0;0;0;0;0;2;0;0;0;0;0;0;"2017-04-26 00:00:00";5469;7.6;2;"2017-04-25 02:19:46+02:00";1;120;390;150;120;1;1;1;0;0;0;4;3;1;7;4;2;9;6;3;0;0;0;0;0;0;7;6;2;165;240;30;6;1;4;"2017-04-23 05:45:00";"2017-04-24 05:00:00";"2017-04-25 03:30:00"
"2017-04-27 03:09:28+02:00";"GW98";"2017-04-27 02:30:00";1;"Studie ";"2017-04-26 05:15:00";1;0;0;0;0;2;0;3;3;3;"Studeren";0;0;0;0;0;1;0;0;0;0;0;0;"2017-04-27 00:00:00";2991;8.0;1;"2017-04-26 03:09:28+02:00";2;150;300;270;150;1;1;0;0;0;0;5;3;2;7;5;3;9;6;3;0;0;0;0;0;0;7;3;1;240;30;120;1;4;2;"2017-04-24 05:00:00";"2017-04-25 03:30:00";"2017-04-26 02:00:00"
"2017-04-28 04:27:31+02:00";"GW98";"2017-04-28 03:00:00";0;"";"2017-04-27 14:00:00";0;0;0;0;0;2;0;1;3;3;"Gamen";0;0;0;0;0;0;0;0;0;0;0;0;"2017-04-28 02:00:00";4885;7.5;0;"2017-04-27 04:27:31+02:00";3;60;330;210;60;1;0;0;0;0;0;5;4;2;8;6;3;9;6;3;0;0;0;0;0;0;3;1;0;30;120;150;4;2;1;"2017-04-25 03:30:00";"2017-04-26 02:00:00";"2017-04-27 02:30:00"
"2017-04-29 01:40:32+02:00";"GW98";"2017-04-29 05:30:00";1;"Gamen";"2017-04-28 13:00:00";0;0;0;1;0;2;0;1;2;3;"Gaming, PC";0;2;0;0;0;0;0;0;0;0;0;0;"2017-04-29 03:00:00";3602;7.9;2;"2017-04-28 01:40:32+02:00";4;150;360;210;150;0;0;0;0;0;0;6;4;2;8;5;2;9;6;3;2;2;2;0;0;0;3;2;2;120;150;60;2;1;0;"2017-04-26 02:00:00";"2017-04-27 02:30:00";"2017-04-28 03:00:00"
"2017-04-30 03:17:54+02:00";"GW98";"2017-04-30 02:15:00";1;"Gamen";"2017-04-29 05:10:00";1;1;0;0;0;2;0;1;3;3;"Bioscoop, fietsen";0;0;0;0;0;0;0;2;0;0;0;0;"2017-04-30 00:00:00";4049;6.7;2;"2017-04-29 03:17:54+02:00";5;135;345;285;135;1;1;1;0;0;0;6;4;2;8;5;3;9;6;3;2;2;0;0;0;0;4;4;2;150;60;150;1;0;2;"2017-04-27 02:30:00";"2017-04-28 03:00:00";"2017-04-29 05:30:00"
"2017-04-10 19:41:11+02:00";"HA61";"2017-04-09 22:45:00";0;"";"2017-04-09 08:15:00";0;0;2;1;1;1;0;0;3;3;"Auto rijden, Hond uitlaten, tv kijken";0;0;0;2;0;0;2;0;0;0;0;2;"2017-04-10 00:11:00";2011;12.5;6;"2017-04-09 19:41:11+02:00";6;-86;-86;-86;-86;0;0;0;2;2;2;1;1;1;3;3;3;3;3;3;0;0;0;2;2;2;6;6;6;0;0;0;0;0;0;0;0;0
"2017-04-11 20:53:33+02:00";"HA61";"2017-04-10 21:50:00";0;"";"2017-04-10 05:35:00";1;0;2;1;1;2;1;1;2;2;"Computer, hond uitlaten, tv kijken";0;0;0;2;0;0;2;2;0;0;0;0;"2017-04-10 21:45:00";6084;1.9;6;"2017-04-10 20:53:33+02:00";0;5;-81;-81;5;0;0;0;4;4;2;3;3;2;5;5;2;5;5;2;0;0;0;4;4;2;12;12;6;0;0;-86;0;0;6;0;0;"2017-04-09 22:45:00"
"2017-04-12 21:44:13+02:00";"HA61";"2017-04-11 21:55:00";1;"TV programma";"2017-04-11 05:40:00";0;0;2;1;1;1;1;1;3;3;"Eten, hond uitlaten, tv-kijken";0;0;0;2;0;0;0;2;0;0;0;2;"2017-04-11 21:50:00";5439;1.6;6;"2017-04-11 21:44:13+02:00";1;5;-76;10;5;0;0;0;6;4;2;4;3;1;8;5;3;8;5;3;0;0;0;6;4;2;18;12;6;0;-86;5;0;6;6;0;"2017-04-09 22:45:00";"2017-04-10 21:50:00"
"2017-04-13 22:01:19+02:00";"HA61";"2017-04-12 21:50:00";0;"";"2017-04-12 05:40:00";1;1;3;1;3;0;3;1;2;1;"Ete,, skeeleren, tv kijken";0;0;0;2;0;2;2;2;0;0;0;2;"2017-04-12 22:00:00";13097;0.1;10;"2017-04-12 22:01:19+02:00";2;-10;0;-5;-10;1;1;1;7;5;3;3;1;0;7;5;2;6;4;1;0;0;0;6;4;2;22;16;10;-86;5;5;6;6;6;"2017-04-09 22:45:00";"2017-04-10 21:50:00";"2017-04-11 21:55:00"
